"Citation: Samuel H. Williamson, 'Daily Closing Value of the Dow Jones Average, 1885 to Present,' MeasuringWorth, 2021. "
"Date","DJIA"
"10/23/2015","17646.7"
"10/26/2015","17623.05"
"10/27/2015","17581.43"
"10/28/2015","17779.52"
"10/29/2015","17755.8"
"10/30/2015","17663.54"
"11/2/2015","17828.76"
"11/3/2015","17918.15"
"11/4/2015","17867.58"
"11/5/2015","17863.43"
"11/6/2015","17910.33"
"11/9/2015","17730.48"
"11/10/2015","17758.21"
"11/11/2015","17702.22"
"11/12/2015","17448.07"
"11/13/2015","17245.24"
"11/16/2015","17483.01"
"11/17/2015","17489.5"
"11/18/2015","17737.16"
"11/19/2015","17732.75"
"11/20/2015","17823.81"
"11/23/2015","17792.68"
"11/24/2015","17812.19"
"11/25/2015","17813.39"
"11/27/2015","17798.49"
"11/30/2015","17719.92"
"12/1/2015","17888.35"
"12/2/2015","17729.68"
"12/3/2015","17477.67"
"12/4/2015","17847.63"
"12/7/2015","17730.51"
"12/8/2015","17568"
"12/9/2015","17492.3"
"12/10/2015","17574.75"
"12/11/2015","17265.21"
"12/14/2015","17368.5"
"12/15/2015","17524.91"
"12/16/2015","17749.09"
"12/17/2015","17495.84"
"12/18/2015","17128.55"
"12/21/2015","17251.62"
"12/22/2015","17417.27"
"12/23/2015","17602.61"
"12/24/2015","17552.17"
"12/28/2015","17528.27"
"12/29/2015","17720.98"
"12/30/2015","17603.87"
"12/31/2015","17425.03"
"1/4/2016","17148.94"
"1/5/2016","17158.66"
"1/6/2016","16906.51"
"1/7/2016","16514.1"
"1/8/2016","16346.45"
"1/11/2016","16398.57"
"1/12/2016","16516.22"
"1/13/2016","16151.41"
"1/14/2016","16379.05"
"1/15/2016","15988.08"
"1/19/2016","16016.02"
"1/20/2016","15766.74"
"1/21/2016","15882.68"
"1/22/2016","16093.51"
"1/25/2016","15885.22"
"1/26/2016","16167.23"
"1/27/2016","15944.46"
"1/28/2016","16069.64"
"1/29/2016","16466.3"
"2/1/2016","16449.18"
"2/2/2016","16153.54"
"2/3/2016","16336.66"
"2/4/2016","16416.58"
"2/5/2016","16204.97"
"2/8/2016","16027.05"
"2/9/2016","16014.38"
"2/10/2016","15914.74"
"2/11/2016","15660.18"
"2/12/2016","15973.84"
"2/16/2016","16196.41"
"2/17/2016","16453.83"
"2/18/2016","16413.43"
"2/19/2016","16391.99"
"2/22/2016","16620.66"
"2/23/2016","16431.78"
"2/24/2016","16484.99"
"2/25/2016","16697.29"
"2/26/2016","16639.97"
"2/29/2016","16516.5"
"3/1/2016","16865.08"
"3/2/2016","16899.32"
"3/3/2016","16943.9"
"3/4/2016","17006.77"
"3/7/2016","17073.95"
"3/8/2016","16964.1"
"3/9/2016","17000.36"
"3/10/2016","16995.13"
"3/11/2016","17213.31"
"3/14/2016","17229.13"
"3/15/2016","17251.53"
"3/16/2016","17325.76"
"3/17/2016","17481.49"
"3/18/2016","17602.3"
"3/21/2016","17623.87"
"3/22/2016","17582.57"
"3/23/2016","17502.59"
"3/24/2016","17515.73"
"3/28/2016","17535.39"
"3/29/2016","17633.11"
"3/30/2016","17716.66"
"3/31/2016","17685.09"
"4/1/2016","17792.75"
"4/4/2016","17737"
"4/5/2016","17603.32"
"4/6/2016","17716.05"
"4/7/2016","17541.96"
"4/8/2016","17576.96"
"4/11/2016","17556.41"
"4/12/2016","17721.25"
"4/13/2016","17908.28"
"4/14/2016","17926.43"
"4/15/2016","17897.46"
"4/18/2016","18004.16"
"4/19/2016","18053.6"
"4/20/2016","18096.27"
"4/21/2016","17982.52"
"4/22/2016","18003.75"
"4/25/2016","17977.24"
"4/26/2016","17990.32"
"4/27/2016","18041.55"
"4/28/2016","17830.76"
"4/29/2016","17773.64"
"5/2/2016","17891.16"
"5/3/2016","17750.91"
"5/4/2016","17651.26"
"5/5/2016","17660.71"
"5/6/2016","17740.63"
"5/9/2016","17705.91"
"5/10/2016","17928.35"
"5/11/2016","17711.12"
"5/12/2016","17720.5"
"5/13/2016","17535.32"
"5/16/2016","17710.71"
"5/17/2016","17529.98"
"5/18/2016","17526.62"
"5/19/2016","17435.4"
"5/20/2016","17500.94"
"5/23/2016","17492.93"
"5/24/2016","17706.05"
"5/25/2016","17851.51"
"5/26/2016","17828.29"
"5/27/2016","17873.22"
"5/31/2016","17787.2"
"6/1/2016","17789.67"
"6/2/2016","17838.56"
"6/3/2016","17807.06"
"6/6/2016","17920.33"
"6/7/2016","17938.28"
"6/8/2016","18005.05"
"6/9/2016","17985.19"
"6/10/2016","17865.34"
"6/13/2016","17732.48"
"6/14/2016","17674.82"
"6/15/2016","17640.17"
"6/16/2016","17733.1"
"6/17/2016","17675.16"
"6/20/2016","17804.87"
"6/21/2016","17829.73"
"6/22/2016","17780.83"
"6/23/2016","18011.07"
"6/24/2016","17400.75"
"6/27/2016","17140.24"
"6/28/2016","17409.72"
"6/29/2016","17694.68"
"6/30/2016","17929.99"
"7/1/2016","17949.37"
"7/5/2016","17840.62"
"7/6/2016","17918.62"
"7/7/2016","17895.88"
"7/8/2016","18146.74"
"7/11/2016","18226.93"
"7/12/2016","18347.67"
"7/13/2016","18372.12"
"7/14/2016","18506.41"
"7/15/2016","18516.55"
"7/18/2016","18533.05"
"7/19/2016","18559.01"
"7/20/2016","18595.03"
"7/21/2016","18517.23"
"7/22/2016","18570.85"
"7/25/2016","18493.06"
"7/26/2016","18473.75"
"7/27/2016","18472.17"
"7/28/2016","18456.35"
"7/29/2016","18432.24"
"8/1/2016","18404.51"
"8/2/2016","18313.77"
"8/3/2016","18355"
"8/4/2016","18352.05"
"8/5/2016","18543.53"
"8/8/2016","18529.29"
"8/9/2016","18533.05"
"8/10/2016","18495.66"
"8/11/2016","18613.52"
"8/12/2016","18576.47"
"8/15/2016","18636.05"
"8/16/2016","18552.02"
"8/17/2016","18573.94"
"8/18/2016","18597.7"
"8/19/2016","18552.57"
"8/22/2016","18529.42"
"8/23/2016","18547.3"
"8/24/2016","18481.48"
"8/25/2016","18448.41"
"8/26/2016","18395.4"
"8/29/2016","18502.99"
"8/30/2016","18454.3"
"8/31/2016","18400.88"
"9/1/2016","18419.3"
"9/2/2016","18491.96"
"9/6/2016","18538.12"
"9/7/2016","18526.14"
"9/8/2016","18479.91"
"9/9/2016","18085.45"
"9/12/2016","18325.07"
"9/13/2016","18066.75"
"9/14/2016","18034.77"
"9/15/2016","18212.48"
"9/16/2016","18123.8"
"9/19/2016","18120.17"
"9/20/2016","18129.96"
"9/21/2016","18293.7"
"9/22/2016","18392.46"
"9/23/2016","18261.45"
"9/26/2016","18094.83"
"9/27/2016","18228.3"
"9/28/2016","18339.24"
"9/29/2016","18143.45"
"9/30/2016","18308.15"
"10/3/2016","18253.85"
"10/4/2016","18168.45"
"10/5/2016","18281.03"
"10/6/2016","18268.5"
"10/7/2016","18240.49"
"10/10/2016","18329.04"
"10/11/2016","18128.66"
"10/12/2016","18144.2"
"10/13/2016","18098.94"
"10/14/2016","18138.38"
"10/17/2016","18086.4"
"10/18/2016","18161.94"
"10/19/2016","18202.62"
"10/20/2016","18162.35"
"10/21/2016","18145.71"
"10/24/2016","18223.03"
"10/25/2016","18169.27"
"10/26/2016","18199.33"
"10/27/2016","18169.68"
"10/28/2016","18161.19"
"10/31/2016","18142.42"
"11/1/2016","18037.1"
"11/2/2016","17959.64"
"11/3/2016","17930.67"
"11/4/2016","17888.28"
"11/7/2016","18259.6"
"11/8/2016","18332.74"
"11/9/2016","18589.69"
"11/10/2016","18807.88"
"11/11/2016","18847.66"
"11/14/2016","18868.69"
"11/15/2016","18923.06"
"11/16/2016","18868.14"
"11/17/2016","18903.82"
"11/18/2016","18867.93"
"11/21/2016","18956.69"
"11/22/2016","19023.87"
"11/23/2016","19083.18"
"11/25/2016","19152.14"
"11/28/2016","19097.9"
"11/29/2016","19121.6"
"11/30/2016","19123.58"
"12/1/2016","19191.93"
"12/2/2016","19170.42"
"12/5/2016","19216.24"
"12/6/2016","19251.78"
"12/7/2016","19549.62"
"12/8/2016","19614.81"
"12/9/2016","19756.85"
"12/12/2016","19796.43"
"12/13/2016","19911.21"
"12/14/2016","19792.53"
"12/15/2016","19852.24"
"12/16/2016","19843.41"
"12/19/2016","19883.06"
"12/20/2016","19974.62"
"12/21/2016","19941.96"
"12/22/2016","19918.88"
"12/23/2016","19933.81"
"12/27/2016","19945.04"
"12/28/2016","19833.68"
"12/29/2016","19819.78"
"12/30/2016","19762.6"
"1/3/2017","19881.76"
"1/4/2017","19942.16"
"1/5/2017","19899.29"
"1/6/2017","19963.8"
"1/9/2017","19887.38"
"1/10/2017","19855.53"
"1/11/2017","19954.28"
"1/12/2017","19891"
"1/13/2017","19885.73"
"1/17/2017","19826.77"
"1/18/2017","19804.72"
"1/19/2017","19732.4"
"1/20/2017","19827.25"
"1/23/2017","19799.85"
"1/24/2017","19912.71"
"1/25/2017","20068.51"
"1/26/2017","20100.91"
"1/27/2017","20093.78"
"1/30/2017","19971.13"
"1/31/2017","19864.09"
"2/1/2017","19890.94"
"2/2/2017","19884.91"
"2/3/2017","20071.46"
"2/6/2017","20052.42"
"2/7/2017","20090.29"
"2/8/2017","20054.34"
"2/9/2017","20172.4"
"2/10/2017","20269.37"
"2/13/2017","20412.16"
"2/14/2017","20504.41"
"2/15/2017","20611.86"
"2/16/2017","20619.77"
"2/17/2017","20624.05"
"2/21/2017","20743"
"2/22/2017","20775.6"
"2/23/2017","20810.32"
"2/24/2017","20821.76"
"2/27/2017","20837.44"
"2/28/2017","20812.24"
"3/1/2017","21115.55"
"3/2/2017","21002.97"
"3/3/2017","21005.71"
"3/6/2017","20954.34"
"3/7/2017","20924.76"
"3/8/2017","20855.73"
"3/9/2017","20858.19"
"3/10/2017","20902.98"
"3/13/2017","20881.48"
"3/14/2017","20837.37"
"3/15/2017","20950.1"
"3/16/2017","20934.55"
"3/17/2017","20914.62"
"3/20/2017","20905.86"
"3/21/2017","20668.01"
"3/22/2017","20661.3"
"3/23/2017","20656.58"
"3/24/2017","20596.72"
"3/27/2017","20550.98"
"3/28/2017","20701.5"
"3/29/2017","20659.32"
"3/30/2017","20728.49"
"3/31/2017","20663.22"
"4/3/2017","20650.21"
"4/4/2017","20689.24"
"4/5/2017","20648.15"
"4/6/2017","20662.95"
"4/7/2017","20656.1"
"4/10/2017","20658.02"
"4/11/2017","20651.3"
"4/12/2017","20591.86"
"4/13/2017","20453.25"
"4/17/2017","20636.92"
"4/18/2017","20523.28"
"4/19/2017","20404.49"
"4/20/2017","20578.71"
"4/21/2017","20547.76"
"4/24/2017","20763.89"
"4/25/2017","20996.12"
"4/26/2017","20975.09"
"4/27/2017","20981.33"
"4/28/2017","20940.51"
"5/1/2017","20913.46"
"5/2/2017","20949.89"
"5/3/2017","20957.9"
"5/4/2017","20951.47"
"5/5/2017","21006.94"
"5/8/2017","21012.28"
"5/9/2017","20975.78"
"5/10/2017","20943.11"
"5/11/2017","20919.42"
"5/12/2017","20896.61"
"5/15/2017","20981.94"
"5/16/2017","20979.75"
"5/17/2017","20606.93"
"5/18/2017","20663.02"
"5/19/2017","20804.84"
"5/22/2017","20894.83"
"5/23/2017","20937.91"
"5/24/2017","21012.42"
"5/25/2017","21082.95"
"5/26/2017","21080.28"
"5/30/2017","21029.47"
"5/31/2017","21008.65"
"6/1/2017","21144.18"
"6/2/2017","21206.29"
"6/5/2017","21184.04"
"6/6/2017","21136.23"
"6/7/2017","21173.69"
"6/8/2017","21182.53"
"6/9/2017","21271.97"
"6/12/2017","21235.67"
"6/13/2017","21328.47"
"6/14/2017","21374.56"
"6/15/2017","21359.9"
"6/16/2017","21384.28"
"6/19/2017","21528.99"
"6/20/2017","21467.14"
"6/21/2017","21410.03"
"6/22/2017","21397.29"
"6/23/2017","21394.76"
"6/26/2017","21409.55"
"6/27/2017","21310.66"
"6/28/2017","21454.61"
"6/29/2017","21287.03"
"6/30/2017","21349.63"
"7/3/2017","21479.27"
"7/5/2017","21478.17"
"7/6/2017","21320.04"
"7/7/2017","21414.34"
"7/10/2017","21408.52"
"7/11/2017","21409.07"
"7/12/2017","21532.14"
"7/13/2017","21553.09"
"7/14/2017","21637.74"
"7/17/2017","21629.72"
"7/18/2017","21574.73"
"7/19/2017","21640.75"
"7/20/2017","21611.78"
"7/21/2017","21580.07"
"7/24/2017","21513.17"
"7/25/2017","21613.43"
"7/26/2017","21711.01"
"7/27/2017","21796.55"
"7/28/2017","21830.31"
"7/31/2017","21891.12"
"8/1/2017","21963.92"
"8/2/2017","22016.24"
"8/3/2017","22026.1"
"8/4/2017","22092.81"
"8/7/2017","22118.42"
"8/8/2017","22085.34"
"8/9/2017","22048.7"
"8/10/2017","21844.01"
"8/11/2017","21858.32"
"8/14/2017","21993.71"
"8/15/2017","21998.99"
"8/16/2017","22024.87"
"8/17/2017","21750.73"
"8/18/2017","21674.51"
"8/21/2017","21703.75"
"8/22/2017","21899.89"
"8/23/2017","21812.09"
"8/24/2017","21783.4"
"8/25/2017","21813.67"
"8/28/2017","21808.4"
"8/29/2017","21865.37"
"8/30/2017","21892.43"
"8/31/2017","21948.1"
"9/1/2017","21987.56"
"9/5/2017","21753.31"
"9/6/2017","21807.64"
"9/7/2017","21784.78"
"9/8/2017","21797.79"
"9/11/2017","22057.37"
"9/12/2017","22118.86"
"9/13/2017","22158.18"
"9/14/2017","22203.48"
"9/15/2017","22268.34"
"9/18/2017","22331.35"
"9/19/2017","22370.8"
"9/20/2017","22412.59"
"9/21/2017","22359.23"
"9/22/2017","22349.59"
"9/25/2017","22296.09"
"9/26/2017","22284.32"
"9/27/2017","22340.71"
"9/28/2017","22381.2"
"9/29/2017","22405.09"
"10/2/2017","22557.6"
"10/3/2017","22641.67"
"10/4/2017","22661.64"
"10/5/2017","22775.39"
"10/6/2017","22773.67"
"10/9/2017","22761.07"
"10/10/2017","22830.68"
"10/11/2017","22872.89"
"10/12/2017","22841.01"
"10/13/2017","22871.72"
"10/16/2017","22956.96"
"10/17/2017","22997.44"
"10/18/2017","23157.6"
"10/19/2017","23163.04"
"10/20/2017","23328.63"
"10/23/2017","23273.96"
"10/24/2017","23441.76"
"10/25/2017","23329.46"
"10/26/2017","23400.86"
"10/27/2017","23434.19"
"10/30/2017","23348.74"
"10/31/2017","23377.24"
"11/1/2017","23435.01"
"11/2/2017","23516.26"
"11/3/2017","23539.19"
"11/6/2017","23548.42"
"11/7/2017","23557.23"
"11/8/2017","23563.36"
"11/9/2017","23461.94"
"11/10/2017","23422.21"
"11/13/2017","23439.7"
"11/14/2017","23409.47"
"11/15/2017","23271.28"
"11/16/2017","23458.36"
"11/17/2017","23358.24"
"11/20/2017","23430.33"
"11/21/2017","23590.83"
"11/22/2017","23526.18"
"11/24/2017","23557.99"
"11/27/2017","23580.78"
"11/28/2017","23836.71"
"11/29/2017","23940.68"
"11/30/2017","24272.35"
"12/1/2017","24231.59"
"12/4/2017","24290.05"
"12/5/2017","24180.64"
"12/6/2017","24140.91"
"12/7/2017","24211.48"
"12/8/2017","24329.16"
"12/11/2017","24386.03"
"12/12/2017","24504.8"
"12/13/2017","24585.43"
"12/14/2017","24508.66"
"12/15/2017","24651.74"
"12/18/2017","24792.2"
"12/19/2017","24754.75"
"12/20/2017","24726.65"
"12/21/2017","24782.29"
"12/22/2017","24754.06"
"12/26/2017","24746.21"
"12/27/2017","24774.3"
"12/28/2017","24837.51"
"12/29/2017","24719.22"
"1/2/2018","24824.01"
"1/3/2018","24922.68"
"1/4/2018","25075.13"
"1/5/2018","25295.87"
"1/8/2018","25283"
"1/10/2018","25369.13"
"1/11/2018","25574.73"
"1/12/2018","25803.19"
"1/16/2018","25792.86"
"1/18/2018","26017.81"
"1/19/2018","26071.72"
"1/22/2018","26214.6"
"1/23/2018","26210.81"
"1/24/2018","26252.12"
"1/25/2018","26392.79"
"1/26/2018","26616.71"
"1/29/2018","26439.48"
"1/30/2018","26076.89"
"1/31/2018","26149.39"
"2/1/2018","26186.71"
"2/2/2018","25520.96"
"2/5/2018","24345.75"
"2/6/2018","24912.77"
"2/7/2018","24893.35"
"2/8/2018","23860.46"
"2/9/2018","24190.9"
"2/12/2018","24601.27"
"2/13/2018","24640.45"
"2/14/2018","24893.49"
"2/15/2018","25200.37"
"2/16/2018","25219.38"
"2/20/2018","24964.75"
"2/21/2018","24797.78"
"2/22/2018","24962.48"
"2/23/2018","25309.99"
"2/26/2018","25709.27"
"2/27/2018","25410.03"
"2/28/2018","25029.2"
"3/1/2018","24608.98"
"3/2/2018","24538.06"
"3/5/2018","24874.76"
"3/6/2018","24884.12"
"3/7/2018","24801.36"
"3/8/2018","24895.21"
"3/9/2018","25335.74"
"3/12/2018","25178.61"
"3/13/2018","25007.03"
"3/14/2018","24758.12"
"3/15/2018","24873.66"
"3/16/2018","24946.51"
"3/19/2018","24610.91"
"3/20/2018","24727.27"
"3/21/2018","24682.31"
"3/22/2018","23957.89"
"3/23/2018","23533.2"
"3/26/2018","24202.6"
"3/27/2018","23857.71"
"3/28/2018","23848.42"
"3/29/2018","24103.11"
"4/2/2018","23644.19"
"4/3/2018","24033.36"
"4/4/2018","24264.3"
"4/5/2018","24505.22"
"4/6/2018","23932.76"
"4/9/2018","23979.1"
"4/10/2018","24408"
"4/11/2018","24189.45"
"4/12/2018","24483.05"
"4/13/2018","24360.14"
"4/16/2018","24573.04"
"4/17/2018","24786.63"
"4/18/2018","24748.07"
"4/19/2018","24664.89"
"4/20/2018","24462.94"
"4/23/2018","24448.69"
"4/24/2018","24024.13"
"4/25/2018","24083.83"
"4/26/2018","24322.34"
"4/27/2018","24311.19"
"4/30/2018","24163.15"
"5/1/2018","24099.05"
"5/2/2018","23924.98"
"5/3/2018","23930.15"
"5/4/2018","24262.51"
"5/8/2018","24360.21"
"5/9/2018","24542.54"
"5/10/2018","24739.53"
"5/11/2018","24831.17"
"5/14/2018","24899.41"
"5/15/2018","24706.41"
"5/16/2018","24768.93"
"5/17/2018","24713.98"
"5/18/2018","24715.09"
"5/22/2018","24834.41"
"5/23/2018","24886.81"
"5/24/2018","24811.76"
"5/29/2018","24361.45"
"5/30/2018","24667.78"
"5/31/2018","24415.84"
"6/1/2018","24635.21"
"6/4/2018","24813.69"
"6/5/2018","24799.98"
"6/6/2018","25146.39"
"6/7/2018","25241.41"
"6/8/2018","25316.53"
"6/11/2018","25322.31"
"6/12/2018","25320.73"
"6/13/2018","25201.2"
"6/14/2018","25175.31"
"6/15/2018","25090.48"
"6/19/2018","24700.21"
"6/20/2018","24657.8"
"6/21/2018","24461.7"
"6/22/2018","24580.89"
"6/25/2018","24252.8"
"6/26/2018","24283.11"
"6/27/2018","24117.59"
"6/28/2018","24216.05"
"6/29/2018","24271.41"
"7/2/2018","24307.18"
"7/3/2018","24174.82"
"7/5/2018","24356.74"
"7/6/2018","24456.48"
"7/9/2018","24776.59"
"7/10/2018","24919.66"
"7/11/2018","24700.45"
"7/12/2018","24924.89"
"7/13/2018","25019.41"
"7/16/2018","25064.36"
"7/17/2018","25119.89"
"7/19/2018","25064.5"
"7/20/2018","25058.12"
"7/23/2018","25044.29"
"7/24/2018","25241.94"
"7/25/2018","25414.1"
"7/26/2018","25527.07"
"7/27/2018","25451.06"
"7/30/2018","25306.83"
"7/31/2018","25415.19"
"8/1/2018","25333.82"
"8/2/2018","25326.16"
"8/3/2018","25462.58"
"8/6/2018","25502.18"
"8/7/2018","25628.91"
"8/8/2018","25583.75"
"8/9/2018","25509.23"
"8/10/2018","25313.14"
"8/13/2018","25187.7"
"8/14/2018","25299.92"
"8/15/2018","25162.41"
"8/16/2018","25558.73"
"8/17/2018","25669.32"
"8/20/2018","25758.69"
"8/21/2018","25822.29"
"8/22/2018","25733.6"
"8/23/2018","25656.98"
"8/24/2018","25790.35"
"8/27/2018","26049.64"
"8/28/2018","26064.02"
"8/29/2018","26124.57"
"8/30/2018","25986.92"
"8/31/2018","25964.82"
"9/4/2018","25952.48"
"9/5/2018","25974.99"
"9/6/2018","25995.87"
"9/7/2018","25916.54"
"9/10/2018","25857.07"
"9/11/2018","25971.06"
"9/12/2018","25998.92"
"9/13/2018","26145.99"
"9/14/2018","26154.67"
"9/17/2018","26062.12"
"9/18/2018","26246.96"
"9/19/2018","26405.76"
"9/21/2018","26743.5"
"9/24/2018","26562.05"
"9/25/2018","26492.21"
"9/26/2018","26385.28"
"9/27/2018","26439.93"
"9/28/2018","26458.31"
"10/1/2018","26651.21"
"10/2/2018","26773.94"
"10/3/2018","26828.39"
"10/4/2018","26627.48"
"10/5/2018","26447.05"
"10/8/2018","26486.78"
"10/9/2018","26430.57"
"10/10/2018","25598.74"
"10/11/2018","25052.83"
"10/12/2018","25339.99"
"10/15/2018","25250.55"
"10/16/2018","25798.42"
"10/17/2018","25706.68"
"10/18/2018","25379.45"
"10/19/2018","25444.34"
"10/22/2018","25317.41"
"10/23/2018","25191.43"
"10/24/2018","24583.42"
"10/25/2018","24984.55"
"10/26/2018","24688.31"
"10/29/2018","24442.92"
"10/30/2018","24874.64"
"10/31/2018","25115.76"
"11/1/2018","25380.74"
"11/2/2018","25270.83"
"11/5/2018","25461.7"
"11/6/2018","25635.01"
"11/7/2018","26180.3"
"11/8/2018","26191.22"
"11/9/2018","25989.3"
"11/12/2018","25387.18"
"11/13/2018","25286.49"
"11/14/2018","25080.5"
"11/15/2018","25289.27"
"11/16/2018","25413.22"
"11/19/2018","25017.44"
"11/20/2018","24465.64"
"11/21/2018","24464.69"
"11/23/2018","24285.95"
"11/26/2018","24640.24"
"11/27/2018","24748.73"
"11/28/2018","25366.43"
"11/29/2018","25338.84"
"11/30/2018","25538.46"
"12/3/2018","25826.43"
"12/4/2018","25027.07"
"12/6/2018","24947.67"
"12/7/2018","24388.95"
"12/10/2018","24423.26"
"12/11/2018","24370.24"
"12/12/2018","24527.27"
"12/13/2018","24597.38"
"12/14/2018","24100.51"
"12/17/2018","23592.98"
"12/18/2018","23675.64"
"12/19/2018","23323.66"
"12/20/2018","22859.6"
"12/21/2018","22445.37"
"12/24/2018","21792.2"
"12/27/2018","23138.82"
"12/31/2018","23327.46"
"1/2/2019","23346.24"
"1/3/2019","22686.22"
"1/4/2019","23433.16"
"1/7/2019","23531.35"
"1/8/2019","23787.45"
"1/9/2019","23879.12"
"1/10/2019","24001.92"
"1/11/2019","23995.95"
"1/14/2019","23909.84"
"1/15/2019","24065.59"
"1/16/2019","24207.16"
"1/17/2019","24370.1"
"1/18/2019","24706.35"
"1/22/2019","24404.48"
"1/23/2019","24575.62"
"1/24/2019","24553.24"
"1/25/2019","24737.2"
"1/28/2019","24528.22"
"1/29/2019","24579.96"
"1/30/2019","25014.86"
"2/1/2019","25063.89"
"2/4/2019","25239.37"
"2/5/2019","25411.52"
"2/6/2019","25390.3"
"2/7/2019","25169.53"
"2/8/2019","25106.33"
"2/11/2019","25053.11"
"2/12/2019","25425.76"
"2/13/2019","25543.27"
"2/14/2019","25439.39"
"2/15/2019","25883.25"
"2/19/2019","25891.32"
"2/20/2019","25954.44"
"2/21/2019","25850.63"
"2/22/2019","26031.81"
"2/25/2019","26091.95"
"2/26/2019","26057.98"
"2/27/2019","25985.16"
"2/28/2019","25916"
"3/1/2019","26026.32"
"3/4/2019","25819.65"
"3/5/2019","25806.63"
"3/6/2019","25673.46"
"3/7/2019","25473.23"
"3/8/2019","25450.24"
"3/11/2019","25650.88"
"3/12/2019","25554.66"
"3/13/2019","25702.89"
"3/14/2019","25709.94"
"3/15/2019","25848.87"
"3/18/2019","25914.1"
"3/19/2019","25887.38"
"3/20/2019","25745.67"
"3/21/2019","25962.51"
"3/22/2019","25502.32"
"3/25/2019","25516.83"
"3/26/2019","25657.73"
"3/27/2019","25625.59"
"3/29/2019","25928.68"
"4/1/2019","26258.42"
"4/2/2019","26179.13"
"4/3/2019","26218.13"
"4/4/2019","26384.63"
"4/5/2019","26424.99"
"4/8/2019","26341.02"
"4/9/2019","26150.58"
"4/10/2019","26157.16"
"4/11/2019","26143.05"
"4/12/2019","26412.3"
"4/15/2019","26384.77"
"4/16/2019","26452.66"
"4/17/2019","26449.54"
"4/18/2019","26559.54"
"4/19/2019","26559.54"
"4/22/2019","26511.05"
"4/23/2019","26656.39"
"4/24/2019","26597.05"
"4/25/2019","26462.08"
"4/26/2019","26543.33"
"4/29/2019","26554.39"
"4/30/2019","26592.91"
"5/1/2019","26430.14"
"5/2/2019","26307.79"
"5/3/2019","26504.95"
"5/6/2019","26438.48"
"5/7/2019","25965.09"
"5/8/2019","25967.33"
"5/9/2019","25828.36"
"5/10/2019","25942.37"
"5/13/2019","25324.99"
"5/14/2019","25532.05"
"5/15/2019","25648.02"
"5/16/2019","25862.68"
"5/17/2019","25764"
"5/20/2019","25679.9"
"5/23/2019","25490.47"
"5/24/2019","25585.69"
"5/28/2019","25347.77"
"5/29/2019","25126.41"
"5/30/2019","25169.88"
"5/31/2019","24886.63"
"6/3/2019","24819.78"
"6/4/2019","25332.18"
"6/5/2019","25539.57"
"6/6/2019","25720.66"
"6/7/2019","25983.94"
"6/10/2019","26062.68"
"6/11/2019","26048.51"
"6/12/2019","26004.83"
"6/13/2019","26106.77"
"6/14/2019","26089.61"
"6/17/2019","26112.53"
"6/18/2019","26465.54"
"6/19/2019","26504"
"6/20/2019","26753.17"
"6/21/2019","26719.13"
"6/24/2019","26727.54"
"6/25/2019","26548.22"
"6/26/2019","26536.82"
"6/27/2019","26526.58"
"6/28/2019","26599.96"
"7/1/2019","26717.43"
"7/2/2019","26786.68"
"7/3/2019","26966"
"7/8/2019","26806.14"
"7/9/2019","26783.49"
"7/10/2019","26860.2"
"7/11/2019","27088.08"
"7/12/2019","27332.03"
"7/15/2019","27359.16"
"7/16/2019","27335.63"
"7/17/2019","27219.85"
"7/18/2019","27222.97"
"7/19/2019","27154.2"
"7/23/2019","27349.19"
"7/24/2019","27269.97"
"7/25/2019","27140.98"
"7/26/2019","27192.45"
"7/29/2019","27221.35"
"7/30/2019","27198.02"
"7/31/2019","26864.27"
"8/1/2019","26583.42"
"8/2/2019","26485.01"
"8/5/2019","25717.74"
"8/6/2019","26029.52"
"8/7/2019","26007.07"
"8/8/2019","26378.19"
"8/9/2019","26287.44"
"8/12/2019","25896.44"
"8/13/2019","26279.91"
"8/14/2019","25479.42"
"8/15/2019","25579.39"
"8/16/2019","25886.01"
"8/19/2019","26135.79"
"8/20/2019","25962.44"
"8/21/2019","26202.73"
"8/22/2019","26252.24"
"8/23/2019","25628.9"
"8/26/2019","25898.83"
"8/27/2019","25777.9"
"8/28/2019","26036.1"
"8/29/2019","26362.25"
"8/30/2019","26403.28"
"9/3/2019","26118.02"
"9/4/2019","26355.47"
"9/5/2019","26728.15"
"9/6/2019","26797.46"
"9/9/2019","26835.51"
"9/10/2019","26909.43"
"9/11/2019","27137.04"
"9/12/2019","27182.45"
"9/13/2019","27219.52"
"9/16/2019","27076.82"
"9/18/2019","27147.08"
"9/19/2019","27094.79"
"9/20/2019","26935.07"
"9/23/2019","26949.99"
"9/24/2019","26807.77"
"9/25/2019","26970.71"
"9/26/2019","26891.12"
"9/27/2019","26820.25"
"9/30/2019","26916.83"
"10/1/2019","26573.04"
"10/2/2019","26078.62"
"10/3/2019","26201.04"
"10/4/2019","26573.72"
"10/7/2019","26478.02"
"10/8/2019","26164.04"
"10/9/2019","26346.01"
"10/10/2019","26496.67"
"10/11/2019","26816.59"
"10/14/2019","26787.36"
"10/15/2019","27024.8"
"10/16/2019","27001.98"
"10/17/2019","27025.88"
"10/18/2019","26770.2"
"10/21/2019","26827.64"
"10/22/2019","26788.1"
"10/23/2019","26833.95"
"10/24/2019","26805.53"
"10/25/2019","26958.06"
"10/28/2019","27090.72"
"10/29/2019","27071.42"
"10/30/2019","27186.69"
